    id  size  #exact    ago(h)
  2789   388       7        23
  2886   199       7        23
  2911   984       7        23
  3156   100       7        23
  3182  3211       7        23
  2413   580       7        22
  3362   565       7        22
  2418   605       7        21
  3416  4505       7        21
  3581   294       7        21
  2420   586       7        20
  2764   123       7        20
  3806   737       7        20
  2794   179       7        19
  2880   729       7        18
  2885   129       7        18
  3829  1986       7        18
  4290   431       7        18
  4291   267       7        17
  4370   171       7        17
  4379   173       7        17
   376   171       7        16
  3848   916       7        16
  4157  4598       7        16
  4584   290       7        16
  3579   233       7        15
  4166  4394       7        15
  4810  4727       7        15
  4573   171       7        14
  4817   666       7        14
  4904   310       7        14
  4389   196       7        13
  4987   206       7        13
  4176  4623       7        12
  4397   344       7        12
   219   188       7        11
  4820   662       7        11
   382   192       7        10
  1273   813       7        10
  1324   143       7        10
  3966  4414       7        10
   252   188       7         9
  1274   813       7         9
  1325   143       7         9
  3391   685       7         9
  4578   174       7         9
   384   186       7         8
  1275   813       7         8
  1326   143       7         8
  2812   434       7         8
  3392   685       7         8
  5269  4452       7         8
  5356  2128       7         8
  1276   813       7         7
  1331   143       7         7
  2692   866       7         7
  3393   685       7         7
  4580   356       7         7
  5413   303       7         7
  5454  1155       7         7
  3394   685       7         6
  4581   171       7         6
  5412   453       7         6
  4426  1972       7         5
  4582   208       7         5
  4828   671       7         5
  5415   608       7         5
  5482   219       7         5
  5601   685       7         5
  1279   813       7         4
  2935   787       7         4
  5252  2331       7         4
  5494   360       7         4
  5602   685       7         4
  1280   813       7         3
  4830   677       7         3
  5495   329       7         3
  5598   114       7         3
  5604   685       7         3
  5780   270       7         3
  5819   119       7         3
  1281   813       7         2
  4833   655       7         2
  5605   685       7         2
  5832   480       7         2
    19   232       8        63
    26  1124       8        63
    35  4058       8        63
    57   638       8        63
    58   721       8        63
    99   583       8        63
  1096   338       8        38
   714   815       8        37
  1136   416       8        37
  1139  1836       8        37
  1240   142       8        37
   770   209       8        36
  1242   241       8        35
  1527   101       8        35
  1243   241       8        34
  1587  1064       8        34
  1743   167       8        34
  1244   241       8        33
  1539   104       8        33
  2109   215       8        32
  2005   199       8        31
  2264  4958       8        30
  2271   277       8        30
  2104   429       8        29
  2403   248       8        29
  2468   265       8        29
  2493   151       8        29
   368   157       8        28
  2495   150       8        28
  2535   356       8        27
  2506   142       8        26
  2669   184       8        26
  1954  1493       8        25
  2511   143       8        25
  2619   381       8        25
  2710   184       8        25
  2724   979       8        25
  2512   151       8        24
  2786   346       8        24
  2845   184       8        24
  2846   184       8        23
  2847   184       8        22
  3405  3046       8        22
  2848   184       8        21
  3417   192       8        21
  3528   907       8        21
  3587   395       8        21
  3604   474       8        21
  2849   184       8        20
  2853   184       8        19
  3166   207       8        19
  4070   395       8        19
  2857   184       8        18
  2916   968       8        18
  4090  3564       8        18
  4210   273       8        18
  2860   184       8        17
  3168   207       8        17
  4459   395       8        17
  2862   184       8        16
  3169   207       8        16
  4475   349       8        16
  4595   285       8        16
   215   188       8        15
  1318   143       8        15
  2891   199       8        15
  4816   658       8        15
   379   189       8        14
  1269   813       8        14
  1319   143       8        14
  2838   965       8        14
  4173  4557       8        14
  4597   285       8        14
  4916   395       8        14
  1270   813       8        13
  1321   143       8        13
  2686   866       8        13
  4174  4581       8        13
  4574   208       8        13
  4818   609       8        13
   381   188       8        12
  1271   813       8        12
  1322   143       8        12
  2687   866       8        12
  2831  1016       8        12
  4598   285       8        12
  4819   654       8        12
  5036  2945       8        12
  5070   395       8        12
  1272   813       8        11
  1323   143       8        11
  2688   866       8        11
  3390   685       8        10
  4486  1582       8        10
  5230   303       8        10
  5264   395       8        10
  2814   461       8         9
  4487  1582       8         9
  5340   395       8         9
  4488  1582       8         8
   270   188       8         7
  4489  1582       8         7
  5436   395       8         7
  5455   780       8         7
  1277   813       8         6
  4826   632       8         6
  5319   106       8         6
  5439   387       8         6
  2804   460       8         5
  4958   104       8         5
  5320   106       8         5
  5611   178       8         5
  2801   441       8         4
  4829   641       8         4
  4957   104       8         4
  5321   106       8         4
  5483   224       8         4
  2800   430       8         3
  4493  1582       8         3
  4956   104       8         3
  5322   106       8         3
  5789   342       8         3
    29  1994       9        63
    83   283       9        63
   160   351       9        39
   357   224       9        39
   494   192       9        38
  1044   351       9        38
   582   558       9        37
   711   303       9        37
  1123   351       9        37
  1170   241       9        37
  1124   351       9        36
  1232   241       9        36
  1369   397       9        36
  1370   225       9        36
  1395   196       9        36
  1125   351       9        35
  1295   143       9        35
  1376   866       9        35
  1608   233       9        35
  1126   351       9        34
  1296   143       9        34
  1758  4608       9        34
   721   425       9        33
  1127   351       9        33
  1297   143       9        33
  1997   147       9        33
  2006   154       9        33
   366   140       9        32
  1128   351       9        32
  1298   143       9        32
  2092   144       9        32
  2113   519       9        32
  2114   766       9        32
  1299   143       9        31
  2106   297       9        31
  2168   351       9        31
  2217    89       9        31
   367   149       9        30
   523  2133       9        30
  1300   143       9        30
  2332   406       9        30
  1301   143       9        29
  2335   406       9        29
  2337   690       9        29
  2357   866       9        29
  2482   174       9        29
   531  2462       9        28
  1302   143       9        28
  2105   541       9        28
  2338   406       9        28
  2358   866       9        28
  2474   273       9        28
  1255   813       9        27
  1303   143       9        27
  2339   406       9        27
  2359   866       9        27
  2503   141       9        27
  2620   605       9        27
   369   167       9        26
  1256   813       9        26
  1304   143       9        26
  2340   406       9        26
  2465  1005       9        26
  2616   194       9        26
  2673   866       9        26
  1257   813       9        25
  1305   143       9        25
  2341   406       9        25
  1258   813       9        24
  1308   143       9        24
  2342   406       9        24
  2675   866       9        24
  1259   813       9        23
  1307   143       9        23
  2343   406       9        23
  2676   866       9        23
  3161   207       9        23
  1260   813       9        22
  1311   143       9        22
  3140   174       9        22
  3162   207       9        22
  3286   230       9        22
  1261   813       9        21
  1312   143       9        21
  3400   359       9        21
  3595   237       9        21
   374   145       9        20
  1262   813       9        20
  1313   143       9        20
  2477   789       9        20
  3144   356       9        20
  3164   207       9        20
  3772  1404       9        20
   210   188       9        19
  1263   813       9        19
  1314   143       9        19
  1476  1582       9        19
  2680   866       9        19
  3402   423       9        19
  3800  3098       9        19
  1264   813       9        18
  1315   143       9        18
  1477  1582       9        18
  2681   866       9        18
  3167   207       9        18
  3955   512       9        18
  4262  4727       9        18
   213   188       9        17
  1265   813       9        17
  1316   143       9        17
  1479  1582       9        17
  4347   461       9        17
  1266   813       9        16
  1317   143       9        16
  4348   461       9        16
  4481  1582       9        16
  1267   813       9        15
  2684   866       9        15
  4349   461       9        15
  4586  1582       9        15
  4596  2197       9        15
  2685   866       9        14
  3385   685       9        14
  4350   461       9        14
  4482  1582       9        14
  4815   272       9        14
   217   188       9        13
  3387   685       9        13
  4351   461       9        13
  4483  1582       9        13
  4790  1667       9        13
  3388   685       9        12
  4114  3800       9        12
  4352   461       9        12
  5031   849       9        12
  3389   685       9        11
  4121  3800       9        11
  4353   461       9        11
  4485  1582       9        11
  4576   104       9        11
  4604  3029       9        11
  5114   149       9        11
  2822   460       9        10
  4354   461       9        10
  4577   312       9        10
  4600   285       9        10
  4821   636       9        10
  4983   617       9        10
  4356   461       9         9
  4822   592       9         9
  4971  2856       9         9
  5046   226       9         9
  5316   106       9         9
  4357   461       9         8
  5317   106       9         8
  2809   487       9         7
  4358   461       9         7
  4825   542       9         7
  5273   720       9         7
  5318   106       9         7
  2808   441       9         6
  4361   461       9         6
  4959   104       9         6
  5524   432       9         6
  2933  1176       9         5
  4491  1582       9         5
  4492  1582       9         4
  5212   104       9         4
  4321  1582       9         3
  5224   104       9         3
  5445   238       9         3
  5813   480       9         3
  3929  1940       9         1
  5616  1514       9         1
    56   764      10        63
    62   669      10        63
   100   415      10        63
   105   167      10        39
   287  2085      10        39
   712   471      10        39
   292   139      10        38
  1067   499      10        38
  1073   161      10        37
  1107   498      10        37
   190   639      10        36
  1235   652      10        36
  1294   143      10        36
  1409   117      10        36
   191  1009      10        35
  1110   500      10        35
   294   138      10        34
  1536   104      10        34
  1765  2049      10        34
   168   125      10        33
  2002   537      10        33
   169   125      10        32
  1459  1582      10        32
  1589  1431      10        32
  2081   378      10        32
  1462  1582      10        31
  2129   104      10        31
  1252   813      10        30
  1591   550      10        30
  1855   885      10        30
  2107   285      10        30
  2236   111      10        30
  2398   143      10        29
  2402   976      10        29
  1254   813      10        28
  1466  1582      10        28
   202   188      10        27
  1467  1582      10        27
  1594   304      10        27
  1904   920      10        27
  2408   905      10        27
  1468  1582      10        26
  1469  1582      10        25
  2399   428      10        25
  2674   866      10        25
  2785   143      10        25
  1471  1582      10        24
  1597   851      10        24
  2470   910      10        24
  1472  1582      10        23
  3184   685      10        23
   588  1683      10        22
  1473  1582      10        22
  3349   770      10        22
  3373   685      10        22
  3396   211      10        22
  1474  1582      10        21
  3374   685      10        21
  1475  1582      10        20
  2260  1511      10        20
  2678   866      10        20
  3376   685      10        20
  3377   685      10        19
  3948   316      10        19
   375   150      10        18
  2843  1003      10        18
  3379   685      10        18
  2682   866      10        17
  3381   685      10        17
  4163   316      10        17
  1564   104      10        16
  2683   866      10        16
  3382   685      10        16
  4453   208      10        16
  1565   104      10        15
  3384   685      10        15
  2920  1074      10        14
  4484  1582      10        12
  5111   143      10        12
  2827  1025      10        11
  4966   104      10        11
  4328  1582      10        10
  4964   104      10        10
  5116   149      10        10
  2926  1022      10         9
  4327  1582      10         9
  4326  1582      10         8
  4962   104      10         8
  4325  1582      10         7
  4961   104      10         7
  4324  1582      10         6
  4490  1582      10         6
  5214   104      10         6
  4323  1582      10         5
  5213   104      10         5
  4322  1582      10         4
  5527   419      10         4
  5563   739      10         4
  5876   503      10         1
    98   176      11        63
   727   114      11        39
   754   813      11        39
   288  1028      11        38
   904   260      11        38
  1083   780      11        38
   164   119      11        37
  1098   161      11        36
  1109   487      11        36
  1382   143      11        36
  1451  1582      11        36
   585   523      11        35
  1452  1582      11        35
  1586   678      11        35
  1605    97      11        35
  1115   496      11        34
  1455  1582      11        34
  1457  1582      11        33
  1767  1008      11        33
  1901   667      11        33
  1540   104      11        32
  1853  1340      11        32
  1983   108      11        32
   521  1025      11        31
  1250   813      11        31
  1542   104      11        31
  2004   794      11        31
  1544   104      11        30
  2189   312      11        30
  1253   813      11        29
  1465  1582      11        29
  1545   104      11        29
  1902  1338      11        29
  1546   104      11        28
  2405  1134      11        28
  2528   143      11        28
  1547   104      11        27
  2553   143      11        27
  2566   316      11        27
   568   844      11        26
  2567   316      11        26
   570   845      11        25
  1550   104      11        25
  1596   945      11        25
  2469   812      11        25
   578  1309      11        24
   734   254      11        24
  1552   104      11        24
  2910   720      11        24
   206   188      11        23
  1553   104      11        23
  1598   496      11        23
  2473   909      11        23
  2882   316      11        23
  3138   312      11        23
  1554   104      11        22
  2475   882      11        22
  3297   285      11        22
   208   188      11        21
   589  1682      11        21
  1555   104      11        21
  2476   926      11        21
  3197   316      11        21
  3272  1886      11        21
  3527   444      11        21
  1557   104      11        20
  1559   104      11        19
  2864  1054      11        19
  2915  1079      11        19
  1561   104      11        18
  1562   104      11        17
  2842   983      11        17
  4340   296      11        17
  2841   986      11        16
  2840   966      11        15
  4590   104      11        14
  2835   966      11        13
  4591   104      11        13
  4968   104      11        13
  3304   229      11        12
  4592   104      11        12
  4967   104      11        12
  4329  1582      11        11
  4593   104      11        11
  2925  1254      11        10
  4963   104      11         9
  5118   155      11         9
  5216   104      11         8
  4535   174      11         7
  5215   104      11         7
  5456   155      11         7
  2932   770      11         6
  5393   284      11         6
  5525   391      11         5
  1456   662      11         1
  2606    78      11         1
  4461   212      11         1
  5311   318      11         1
    55   556      12        63
   162   125      12        39
   757   299      12        39
   462   467      12        38
  1131   106      12        37
  1234  1449      12        37
  1408  1049      12        36
  1470   145      12        36
   166   111      12        35
  1533   104      12        35
   196   188      12        33
  1249   813      12        32
  1854   646      12        31
  1464  1582      12        30
   200   188      12        29
   522   453      12        29
  1903   668      12        28
  2533   591      12        28
  1549   104      12        26
  2621   229      12        26
   204   188      12        25
  2762   157      12        25
   371   162      12        24
  2866   106      12        24
  3023   177      12        24
  3189   190      12        23
  3399   234      12        22
  2913   708      12        21
  2865  1003      12        20
  3401   268      12        20
  4072   348      12        18
  4335  1582      12        17
  4334  1582      12        16
   877   299      12        15
  2919  1720      12        15
  4333  1582      12        15
   878   299      12        14
  4332  1582      12        14
  4331  1582      12        13
  4330  1582      12        12
  2924  1034      12        11
  4532   174      12        10
  5209   104      12        10
  4533   174      12         9
  5210   104      12         9
  4534   174      12         8
  5133    63      12         8
  5146  2070      12         6
  5685  1230      12         4
  2937  1069      12         2
  5643  2035      12         2
  5245   448      12         1
    27   896      13        63
    82  3909      13        63
   285   144      13        39
   784   299      13        38
   855   299      13        37
  1201   446      13        37
   293   144      13        36
   508   428      13        36
   856   299      13        36
   857   299      13        35
   858   299      13        34
  1762   112      13        34
   859   299      13        33
   518   270      13        32
   860   299      13        32
   198   188      13        31
   861   299      13        31
  2519   177      13        28
  2561   177      13        27
  2778   348      13        25
  2876   348      13        24
   586  1734      13        23
   372   168      13        22
  3196   348      13        22
  3271    88      13        22
  1601  1187      13        20
  3831   348      13        20
  3859   158      13        20
  4059  4944      13        17
  2918   616      13        16
  4455   348      13        16
  4526   174      13        16
  4527   174      13        15
  4528   174      13        14
  4529   174      13        13
  4530   174      13        12
  4531   174      13        11
  5182   274      13         8
  5443  4253      13         5
  3928  1796      13         2
  5949    34      13         1
    94   143      14        63
   489   219      14        39
   846    94      14        39
   499   231      14        38
  1091   285      14        38
   192   188      14        37
   289   463      14        37
   503   427      14        37
  1140   124      14        37
   165   111      14        36
   194   188      14        35
   509   417      14        35
  1478   112      14        35
   167   111      14        34
  1840   285      14        34
   517   244      14        33
  1831    63      14        33
  2072   285      14        33
   170   113      14        31
  1771   217      14        31
   171   115      14        30
   541   158      14        30
  2231    63      14        30
   542   153      14        29
  2232    63      14        29
  2233    63      14        28
  2234    63      14        27
  2541   156      14        27
  2507    63      14        26
  2542   157      14        26
  2508    63      14        25
  2543   160      14        25
  2544   165      14        24
  2545   164      14        23
  2546   159      14        22
  3403   110      14        22
  3576    96      14        21
  4095   395      14        19
  3372   331      14        18
  3375   329      14        17
  3148  2486      14        16
  3378   320      14        16
  3957   836      14        16
  3383   288      14        13
  5120   918      14        10
  5179   261      14         9
  5546  2262      14         4
  5310   306      14         2
  5837   477      14         2
  2057   240      14         1
  5931   188      14         1
    44   305      15        63
   163   111      15        38
   706   160      15        38
  1093   446      15        38
   187    63      15        37
  1238   285      15        37
   290   219      15        36
   536   143      15        35
  1649   476      15        35
   510   427      15        34
   538   141      15        33
   539   137      15        32
  2552   229      15        27
  2367    99      15        26
  2715   486      15        26
  2807   123      15        25
  3024   123      15        24
  3369   357      15        21
  2914   949      15        20
  3386   344      15        12
  4792  3036      15        11
  5119   918      15        11
  4371   535      15         6
  5174   698      15         4
  5774   252      15         4
  3925  2024      15         3
  1392   662      15         2
  5293    78      15         1
  5933   540      15         1
    78  3817      16        63
   520   145      16        39
  1129    93      16        37
  1165   220      16        37
   537   140      16        34
  1763  4252      16        33
  2071   123      16        33
   540   140      16        31
  2166    92      16        31
  2539   394      16        28
  2356    69      16        27
  2617  1456      16        27
  2711   789      16        25
  3104  1456      16        23
  3106   169      16        23
  3181   110      16        23
  2435   302      16        22
  2436   302      16        21
  3608    63      16        21
  3850   241      16        20
  2438   302      16        19
  3830   503      16        18
  2440   302      16        17
  2441   302      16        16
  2443   302      16        14
  2931   696      16         7
  5183   344      16         7
  4460   236      16         2
   989   475      16         1
    47   202      17        63
   535   130      17        38
  1077   918      17        38
  1141    63      17        37
  1247  4322      17        36
  1481    92      17        36
  1588   306      17        33
  1402  1456      17        32
  1403  1456      17        31
  1404  1456      17        30
  1405  1456      17        29
   543   118      17        28
  1407  1456      17        28
  2579   232      17        27
  2431   302      17        26
  2706  1456      17        26
  2432   302      17        25
  2772  1456      17        25
  2433   302      17        24
  2773  1456      17        24
  2434   302      17        23
   741  1091      17        21
  2437   302      17        20
  2439   302      17        18
  2442   302      17        15
  4788  2893      17        15
  4108  1998      17        13
  5391   893      17         8
  3924  1817      17         4
  5644   500      17         4
  5309   306      17         3
  5809   497      17         3
    45   279      18        63
    50   519      18        63
  1019  4322      18        38
  1764    93      18        33
  2428   302      18        29
  2430   302      18        27
  3350   302      18        22
  3380   306      18        14
  5232    69      18        10
  3921  1757      18         5
  2605    78      18         2
  4861  1624      18         1
  5907   189      18         1
    25   928      19        63
    43   200      19        63
    48   343      19        63
   498    96      19        36
   584   303      19        36
   291   114      19        35
  1844    93      19        34
   832   160      19        32
  2205  3496      19        31
  2187   302      19        29
  2429   302      19        28
  1906   612      19        26
  2211  4068      19        26
  2213  3068      19        24
  2897    86      19        24
  2220  3782      19        23
  2757  3974      19        23
  2758  3614      19        22
  3366   291      19        22
  3371   307      19        19
  3869   446      19        13
  3876   468      19        12
  3920  2055      19         6
  1421   662      19         5
  1435   662      19         3
  4458   216      19         3
  2056   239      19         2
  1585   110      20        35
  2716  2398      20        26
  3588  2399      20        20
  2917   884      20        17
  2922   741      20        12
  3919  1846      20         7
  1430   662      20         6
  1443   662      20         4
  5308   306      20         4
  5880  2188      20         2
  1079    65      21        38
  1082    79      21        38
  2108  4450      21        32
  2912   952      21        22
  2763  2089      21        20
  3895  2026      21        17
  3901  2057      21        13
  3907  1911      21        12
  3909  1817      21        11
  3914  1794      21         9
  3916  1938      21         8
  5306   306      21         6
  5307   306      21         5
  4583   297      21         4
  5237   199      21         2
  5292    78      21         2
   791    86      22        39
   606   124      22        35
  1652  4368      22        26
  1654  4238      22        24
  3540  2639      22        21
  3888  1759      22        19
  3890  1913      22        18
  1661  4085      22        17
  1662  4308      22        16
  3897  1796      22        16
  3899  1940      22        15
  1664  4235      22        14
  3900  1848      22        14
  4036  3508      22        11
  5123   654      22        11
  1438   662      22         7
  5505   134      22         6
  4446   214      22         5
  5612   417      22         5
    18   112      23        63
    49   299      23        63
  2067  2315      23        33
  1590   450      23        31
  1645  4258      23        31
  1646  4249      23        30
  1647  4028      23        29
  2415  4809      23        29
  1650  4387      23        27
  2191  1919      23        27
  2208  1923      23        27
  1428   662      23        25
  1653  4165      23        25
  2972   994      23        24
  1655  4351      23        23
  1599   340      23        22
  1656  4280      23        22
  1658  4325      23        20
  1420   662      23        19
  1659  4378      23        19
  1434   662      23        18
  1660  4413      23        18
  1422   662      23        17
  1663  4216      23        15
  1442   662      23        11
  1448   662      23        10
  1432   662      23         9
  1454   662      23         8
  5304   306      23         8
  5305   306      23         7
  4443   218      23         6
  5487   224      23         5
  4451   228      23         4
  5858    34      23         2
    46   305      24        63
  1411  1666      24        36
  1641  4160      24        35
  1642  4281      24        34
  1833  1801      24        34
  1643  4364      24        33
  1450   659      24        32
  1644  4175      24        32
  1648  4314      24        28
  1907  2961      24        25
  1437   662      24        24
  2754  2959      24        24
  1444   662      24        23
  1449   662      24        21
  1600   436      24        21
  1657  4293      24        21
  1426   662      24        20
  1461   662      24        15
  1447   662      24        14
  4017  4143      24        14
  1446   662      24        13
  1665  4158      24        13
  4309   214      24        13
  1427   662      24        12
  4412   210      24         7
  4561   331      24         2
  4859  1624      24         2
  1766    68      25        32
  1419   659      25        31
  1431   662      25        29
  1429   662      25        27
  1445   662      25        26
  1417   662      25        22
  3280   294      25        22
  3521   408      25        21
  1394   662      25        16
  4279   239      25        16
  4575   297      25        12
  5172   304      25        11
  4367   228      25        10
  4369   230      25         9
  5303   300      25         9
  2055   236      25         3
  2604    78      25         3
  5238   214      25         3
  5820   628      25         3
    75  2997      26        63
  1366   446      26        36
  1414   659      26        35
  1440   659      26        34
  1768    66      26        31
  2147   200      26        31
  2175   381      26        31
  1433   662      26        30
  1592   382      26        29
  1423   662      26        28
  2615   125      26        27
  3265  1649      26        22
  4587   310      26        16
  4298   214      26        15
  4814   310      26        15
  4339   222      26        12
  4346   218      26        11
  4376   212      26         8
  2603    78      26         4
   342    31      26         1
    74  3022      27        63
   901   446      27        38
  1425   659      27        33
  2228    71      27        30
  2244    71      27        30
  2193   243      27        26
  4022   310      27        19
  4571   297      27        15
  5029   298      27        12
  5231   420      27         4
  5291    78      27         3
  5885   209      27         2
    81  2715      28        63
   788   155      28        39
  1418   659      28        36
  2218   167      28        31
  2311   167      28        30
  2576   140      28        27
  2726   310      28        26
  2752   137      28        25
  2805   149      28        25
  3784   103      28        15
  4303   230      28        14
  5205   420      28         7
  5289    78      28         5
  5290    78      28         4
  5812   187      28         2
    73  3451      29        63
    76  2867      29        63
   181   660      29        39
   851   181      29        38
  1074  4565      29        38
  2268   145      29        30
  2554   125      29        27
  2324   432      29        25
  2760  1622      29        21
  4099   167      29        19
  4255   210      29        17
  5536    78      29         6
  2053   230      29         5
  2602    78      29         5
  2054   232      29         4
  4518   249      29         3
   988   467      29         2
    77  2456      30        63
    80  1845      30        63
  2117   428      30        32
  1005   204      30        31
  2186   102      30        30
  2318   432      30        29
  2320   432      30        28
  2323   432      30        26
  2623   103      30        26
  2723   125      30        26
  2195   103      30        24
  2325   432      30        24
  3780   275      30        19
  4827  1408      30        13
  5176   234      30        10
  2052   240      30         6
  4858  1624      30         3
   665   204      31        37
   998   204      31        36
  1410   130      31        36
   999   204      31        35
  1611  1409      31        35
  1687  4916      31        35
  2070   424      31        33
  1004   204      31        32
  1006   204      31        30
  2317   432      31        30
  1007   204      31        29
  2407   137      31        29
  1008   204      31        28
  2409   215      31        28
  2322   432      31        27
  2709   175      31        26
  2720   103      31        26
  2393   103      31        25
  2948   184      31        24
  2326   432      31        23
  2556   125      31        22
  3407   149      31        22
  4789   711      31        14
  4918   412      31        12
  4885    78      31         8
  2051   236      31         7
  5198   206      31         6
  5207   203      31         5
  5762   396      31         4
    79  1712      32        63
   459    71      32        37
  1144   110      32        36
  1412   138      32        36
  1000   204      32        34
  1001   204      32        33
  2148    95      32        31
  2235   107      32        30
  2274   125      32        30
  2396   103      32        28
  2502   108      32        28
  2395   103      32        27
  2549    82      32        27
  2194    56      32        25
  1761    82      32        23
  2327   432      32        22
  3290   112      32        19
  3826   571      32        19
  4051   112      32        18
  3088   101      32        11
  4882    78      32        11
  4883    78      32        10
  4884    78      32         9
  2050   230      32         8
  2601    78      32         6
  3817  2427      32         6
  5288    78      32         6
   179   104      33        39
   491   133      33        39
  1378  4900      33        36
  1845   460      33        34
  2204   432      33        31
  2272   103      33        30
  2245    82      33        29
  2397   103      33        29
  2717    34      33        26
  2219  1022      33        25
  2392   103      33        24
  2391   103      33        23
  1775    82      33        22
  2390   103      33        22
  3083   112      33        21
  2387   103      33        20
  3740    58      33        20
  5261  1216      33        10
  3815  1933      33         8
  5181   196      33         8
  3816  1119      33         7
  5416    78      33         7
  5642   165      33         4
  5810   185      33         3
    42    86      34        63
   575   149      34        39
  1099   112      34        36
  1790  2906      34        34
  1755    82      34        27
  2770   118      34        25
  2389   103      34        21
  3071    81      34        20
  3205    81      34        19
  2385   103      34        18
  4338    35      34        17
  4344   231      34        15
  3664  1713      34        14
  4878    78      34        14
  2049   240      34         9
  4856  1624      34         4
   987   487      34         3
   490    93      35        38
  1130   112      35        37
  1138    84      35        37
   527   103      35        36
  1776    63      35        34
   783    97      35        33
  2065    82      35        33
  2032   230      35        26
  2581    78      35        26
  2033   224      35        25
  2034   233      35        24
  2998  1285      35        24
  2878   149      35        23
  2894   101      35        23
  2901    81      35        21
  3484  2547      35        21
  3506   103      35        21
  3277   112      35        20
  2386   103      35        19
  4343   233      35        16
  3247   314      35        15
  2045   236      35        13
  4879    78      35        13
  4880    78      35        12
  2047   235      35        11
  5141   199      35        11
  3773  3325      35        10
  5173   196      35         9
  5286    78      35         8
  2600    78      35         7
  5287    78      35         7
  4560   243      35         5
    17    93      36        63
    37   786      36        63
   750   103      36        39
   845    78      36        39
   184    84      36        38
   900  4696      36        38
  1150    84      36        36
   994    89      36        35
  1158    84      36        35
  1567    78      36        35
  1161    84      36        34
  1757    64      36        32
  2112    89      36        32
  2237    78      36        29
  2031   232      36        27
  1391    78      36        24
  2584    78      36        23
  3370   248      36        20
  3845    70      36        20
  3811  2338      36        19
  4289   236      36        18
  4342   233      36        17
  2044   229      36        14
  3770  1361      36        13
  2046   240      36        12
  3771  1421      36        12
  3455   318      36        11
  2048   240      36        10
  5150   206      36        10
  2598    78      36         9
  3774   833      36         9
  5285    78      36         9
  2599    78      36         8
  5338   412      36         8
  5426   928      36         6
  5554   173      36         5
   986   483      36         4
   159    89      37        38
  1018    89      37        38
   975    82      37        36
  1769   745      37        34
  1847    52      37        34
  2026   240      37        32
  2084    60      37        32
  2027   239      37        31
  2028   240      37        30
  2029   235      37        29
  2030   236      37        28
  1387    78      37        26
  1389    78      37        25
  2583    78      37        24
  2997    78      37        24
  2035   239      37        23
  2587    78      37        20
  3810  1554      37        20
  2588    78      37        19
  2767   357      37        19
  3717  2425      37        18
  3766  2716      37        17
  3768  3517      37        16
  4558   662      37         7
  4559   243      37         6
  5473   173      37         6
   985   491      37         5
   779    34      38        39
   902    89      38        38
  1570    89      38        35
  2025   240      38        33
  2201    78      38        31
  2494    78      38        29
  1386    78      38        27
  2580    78      38        27
  2582    78      38        25
  2784    60      38        25
  2887    60      38        24
  2585    78      38        22
  2586    78      38        21
  3577  3697      38        21
  2589    78      38        18
  2590    78      38        17
  4594    78      38        16
  3814  2392      38        15
  4782   116      38        14
  4921    78      38        14
  2594    78      38        13
  4974   571      38        13
  2595    78      38        12
  2596    78      38        11
  5239   687      38        10
   903    94      39        37
   600   194      39        36
  1731    94      39        34
  2334    78      39        30
  1384    78      39        29
  2412    78      39        29
  3103   728      39        23
  2036   240      39        22
  3322    78      39        22
  3195   324      39        20
  4100  1836      39        19
  2591    78      39        16
  4550   874      39        16
  4588   567      39        15
  2593    78      39        14
  4552   696      39        13
  5009    78      39        13
  2597    78      39        10
  4557   331      39         8
  5349   928      39         7
  5457   705      39         7
  4853  1624      39         6
  4857  1624      39         5
  1624    78      40        35
  1625   123      40        35
  1759    34      40        34
  1829   244      40        34
  1377    78      40        31
  1848    60      40        31
  1383    78      40        30
  1385    78      40        28
  2247    60      40        27
  3561  3256      40        18
  2592    78      40        15
  3288   600      40        14
  5138   396      40        11
  4556   239      40         9
  5334  1596      40         9
  5388   687      40         8
  5427   203      40         7
   984   467      40         6
  5491   448      40         6
  1075    60      41        38
  1374    78      41        33
  1375    78      41        32
  3198   268      41        19
  3883   571      41        19
  3220   392      41        18
  3229   304      41        17
  4375   571      41        17
  3273   320      41        16
  3276   300      41        15
  4851  1624      41         7
  1371    78      42        36
  1372    78      42        35
  1373    78      42        34
  2216   947      42        31
  4907    77      42        14
  3291   560      42        13
  4553   161      42        12
  5030    85      42        12
  5277   203      42         9
  5314   637      42         9
  5390   701      42         8
   341    31      42         2
  5839    31      42         2
   183    52      43        39
   776    78      43        39
  1068    78      43        38
  1071    78      43        38
  1076    78      43        38
  1085    78      43        37
  1132    78      43        37
  1231    78      43        37
  1118    78      43        36
   358  1337      43        29
  2188  2487      43        28
   365  1044      43        25
  2255   571      43        25
  2967   332      43        24
  3367  1127      43        22
  3192   468      43        21
  2263   567      43        20
   957   483      43        18
  5128   203      43        11
  4849  1624      43         8
   360  1061      44        27
  2253   571      44        27
   361   921      44        26
  2254   571      44        26
  2262   563      44        21
  3552  2485      44        20
  4503    70      44        16
  4505  1129      44        16
  4705   824      44        15
  4910   252      44        14
   970   475      44        13
   976   483      44        11
  4845  1624      44        11
   978   479      44        10
  5241   605      44        10
   983   463      44         7
    16    68      45        63
   158    60      45        39
   175    78      45        39
  2069   571      45        33
   344  1555      45        31
   359  1197      45        28
  2256   575      45        24
  2257   567      45        23
  3190  1164      45        23
  2261   571      45        22
  4228    77      45        18
   960   479      45        17
   965   483      45        15
  4555   670      45        10
